customerid,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Persona
14467,18.0,4,598.76,4,3,2,432,9,Champions
14470,12.0,2,461.19,4,2,2,422,8,New Customers
14472,104.0,8,1936.84,2,4,4,244,10,At Risk
14473,74.0,2,234.34,2,2,1,221,5,Typical Customers
14474,46.0,1,547.66,3,1,2,312,6,New Customers
14475,72.0,3,925.85,2,3,3,233,8,At Risk
14476,257.0,1,215.7,1,1,1,111,3,Lost Customers
14477,20.0,4,1309.6,3,3,3,333,9,Champions
14479,254.0,2,316.25,1,2,2,122,5,Typical Customers
14480,11.0,1,279.05,4,1,1,411,6,New Customers
14481,165.0,2,636.51,1,2,2,122,5,Typical Customers
14482,18.0,6,2068.15,4,4,4,444,12,Champions
14483,282.0,1,137.1,1,1,1,111,3,Lost Customers
14484,50.0,1,321.92,3,1,2,312,6,New Customers
14485,39.0,1,165.75,3,1,1,311,5,New Customers
14487,27.0,6,1196.33,3,4,3,343,10,Champions
14488,68.0,1,1064.28,2,1,3,213,6,Big Spenders
14489,207.0,1,463.38,1,1,2,112,4,Lost Customers
14491,175.0,2,340.93,1,2,2,122,5,Typical Customers
14493,7.0,5,2383.24,4,4,4,444,12,Champions
14494,26.0,1,139.56,3,1,1,311,5,New Customers
14495,51.0,2,123.8,3,2,1,321,6,New Customers
14496,312.0,2,538.81,1,2,2,122,5,Typical Customers
14497,309.0,1,475.37,1,1,2,112,4,Lost Customers
14498,43.0,5,1957.32,3,4,4,344,11,Champions
14499,26.0,3,815.32,3,3,3,333,9,Champions
14500,88.0,3,356.85,2,3,2,232,7,At Risk
14501,184.0,2,251.21,1,2,1,121,4,Typical Customers
14502,20.0,11,2470.67,3,4,4,344,11,Champions
14503,3.0,6,3543.26,4,4,4,444,12,Champions
14504,47.0,4,673.26,3,3,2,332,8,Champions
14505,17.0,8,5905.64,4,4,4,444,12,Champions
14506,17.0,5,2012.17,4,4,4,444,12,Champions
14507,24.0,6,1383.18,3,4,3,343,10,Champions
14508,22.0,2,276.42,3,2,1,321,6,New Customers
14511,11.0,5,1314.81,4,4,3,443,11,Champions
14512,188.0,2,275.28,1,2,1,121,4,Typical Customers
14513,101.0,3,455.59,2,3,2,232,7,At Risk
14514,61.0,3,1055.35,2,3,3,233,8,At Risk
14515,18.0,6,2102.09,4,4,4,444,12,Champions
14517,33.0,2,330.45,3,2,2,322,7,New Customers
14518,64.0,1,174.37,2,1,1,211,4,Typical Customers
14520,2.0,2,270.6,4,2,1,421,7,New Customers
14522,24.0,4,974.54,3,3,3,333,9,Champions
14523,108.0,1,241.09,2,1,1,211,4,Typical Customers
14524,32.0,9,1867.68,3,4,4,344,11,Champions
14525,20.0,9,4332.2,3,4,4,344,11,Champions
14527,3.0,55,8508.82,4,4,4,444,12,Champions
14528,37.0,1,364.22,3,1,2,312,6,New Customers
14529,60.0,3,620.04,2,3,2,232,7,At Risk
14530,26.0,6,2925.91,3,4,4,344,11,Champions
14532,236.0,4,932.85,1,3,3,133,7,At Risk
14533,25.0,7,1949.72,3,4,4,344,11,Champions
14534,3.0,18,4447.05,4,4,4,444,12,Champions
14535,60.0,3,2864.19,2,3,4,234,9,At Risk
14536,260.0,1,171.8,1,1,1,111,3,Lost Customers
14537,58.0,1,355.56,2,1,2,212,5,Typical Customers
14538,65.0,2,388.25,2,2,2,222,6,Typical Customers
14539,16.0,2,537.48,4,2,2,422,8,New Customers
14540,10.0,3,996.26,4,3,3,433,10,Champions
14541,59.0,8,1461.65,2,4,3,243,9,At Risk
14542,186.0,1,103.25,1,1,1,111,3,Lost Customers
14543,29.0,16,3630.33,3,4,4,344,11,Champions
14544,24.0,2,2024.45,3,2,4,324,9,Big Spenders
14546,5.0,5,2578.09,4,4,4,444,12,Champions
14547,4.0,8,4007.54,4,4,4,444,12,Champions
14548,151.0,2,652.8,1,2,2,122,5,Typical Customers
14549,311.0,1,289.24,1,1,1,111,3,Lost Customers
14550,11.0,2,765.62,4,2,3,423,9,Big Spenders
14551,18.0,2,186.23,4,2,1,421,7,New Customers
14552,152.0,1,165.07,1,1,1,111,3,Lost Customers
14553,19.0,5,859.27,3,4,3,343,10,Champions
14554,10.0,4,2381.04,4,3,4,434,11,Champions
14555,57.0,2,324.14,2,2,2,222,6,Typical Customers
14557,85.0,1,788.38,2,1,3,213,6,Big Spenders
14560,7.0,22,2237.77,4,4,4,444,12,Champions
14561,76.0,3,1080.76,2,3,3,233,8,At Risk
14562,4.0,18,5074.77,4,4,4,444,12,Champions
14565,96.0,4,3099.12,2,3,4,234,9,At Risk
14566,111.0,1,1432.0,2,1,3,213,6,Big Spenders
14567,57.0,2,1530.36,2,2,3,223,7,Big Spenders
14569,1.0,1,227.39,4,1,1,411,6,New Customers
14570,281.0,2,218.06,1,2,1,121,4,Typical Customers
14572,3.0,7,2832.84,4,4,4,444,12,Champions
14573,180.0,9,1653.42,1,4,3,143,8,At Risk
14576,372.0,1,35.4,1,1,1,111,3,Lost Customers
14577,13.0,4,859.71,4,3,3,433,10,Champions
14578,3.0,1,168.63,4,1,1,411,6,New Customers
14581,17.0,1,138.6,4,1,1,411,6,New Customers
14582,41.0,1,114.11,3,1,1,311,5,New Customers
14583,6.0,5,1052.55,4,4,3,443,11,Champions
14584,169.0,4,1042.26,1,3,3,133,7,At Risk
14585,50.0,1,157.05,3,1,1,311,5,New Customers
14586,277.0,1,237.36,1,1,1,111,3,Lost Customers
14587,19.0,9,1601.14,3,4,3,343,10,Champions
14589,372.0,1,39.75,1,1,1,111,3,Lost Customers
14591,15.0,4,1447.14,4,3,3,433,10,Champions
14592,35.0,3,570.46,3,3,2,332,8,Champions
14593,22.0,3,617.99,3,3,2,332,8,Champions
14594,7.0,2,379.83,4,2,2,422,8,New Customers
14595,20.0,6,1740.6,3,4,4,344,11,Champions
14597,11.0,2,883.15,4,2,3,423,9,Big Spenders
14598,44.0,1,221.97,3,1,1,311,5,New Customers
14600,306.0,1,393.33,1,1,2,112,4,Lost Customers
14601,11.0,1,213.96,4,1,1,411,6,New Customers
14603,275.0,1,660.0,1,1,2,112,4,Lost Customers
14606,1.0,93,12156.65,4,4,4,444,12,Champions
14607,16.0,14,16569.5,4,4,4,444,12,Champions
14608,4.0,4,1785.15,4,3,4,434,11,Champions
14609,72.0,4,601.56,2,3,2,232,7,At Risk
14616,243.0,3,406.08,1,3,2,132,6,At Risk
14618,9.0,3,553.44,4,3,2,432,9,Champions
14619,246.0,1,394.44,1,1,2,112,4,Lost Customers
14620,206.0,2,412.78,1,2,2,122,5,Typical Customers
14621,1.0,5,1788.36,4,4,4,444,12,Champions
14622,185.0,1,320.58,1,1,2,112,4,Lost Customers
14623,32.0,5,889.25,3,4,3,343,10,Champions
14624,57.0,2,225.85,2,2,1,221,5,Typical Customers
14625,196.0,2,899.63,1,2,3,123,6,Big Spenders
14626,24.0,4,2791.27,3,3,4,334,10,Champions
14628,91.0,2,671.96,2,2,2,222,6,Typical Customers
14629,4.0,2,959.01,4,2,3,423,9,Big Spenders
14631,51.0,3,1006.98,3,3,3,333,9,Champions
14632,263.0,1,114.56,1,1,1,111,3,Lost Customers
14633,266.0,1,344.9,1,1,2,112,4,Lost Customers
14636,36.0,2,609.85,3,2,2,322,7,New Customers
14638,51.0,1,443.6,3,1,2,312,6,New Customers
14639,52.0,6,2984.49,2,4,4,244,10,At Risk
14640,24.0,6,2125.08,3,4,4,344,11,Champions
14641,22.0,1,110.46,3,1,1,311,5,New Customers
14642,59.0,1,96.12,2,1,1,211,4,Typical Customers
14643,170.0,2,693.81,1,2,3,123,6,Big Spenders
14644,68.0,2,830.76,2,2,3,223,7,Big Spenders
14645,157.0,2,597.09,1,2,2,122,5,Typical Customers
14646,2.0,73,280206.02,4,4,4,444,12,Champions
14647,201.0,1,243.22,1,1,1,111,3,Lost Customers
14649,5.0,4,1417.29,4,3,3,433,10,Champions
14651,67.0,2,654.6,2,2,2,222,6,Typical Customers
14652,77.0,1,114.18,2,1,1,211,4,Typical Customers
14653,1.0,7,1947.55,4,4,4,444,12,Champions
14655,8.0,4,1932.23,4,3,4,434,11,Champions
14656,169.0,2,291.05,1,2,1,121,4,Typical Customers
14657,18.0,4,848.22,4,3,3,433,10,Champions
14658,5.0,2,247.15,4,2,1,421,7,New Customers
14659,9.0,9,2529.93,4,4,4,444,12,Champions
14660,87.0,2,285.74,2,2,1,221,5,Typical Customers
14661,27.0,1,107.95,3,1,1,311,5,New Customers
14662,29.0,4,771.17,3,3,3,333,9,Champions
14664,20.0,2,637.89,3,2,2,322,7,New Customers
14665,61.0,5,1835.7,2,4,4,244,10,At Risk
14666,24.0,1,195.25,3,1,1,311,5,New Customers
14667,11.0,25,9241.2,4,4,4,444,12,Champions
14669,242.0,3,1269.99,1,3,3,133,7,At Risk
14670,280.0,2,411.53,1,2,2,122,5,Typical Customers
14672,235.0,2,765.55,1,2,3,123,6,Big Spenders
14673,3.0,5,1736.4,4,4,4,444,12,Champions
14675,16.0,1,604.75,4,1,2,412,7,New Customers
14676,31.0,6,2548.24,3,4,4,344,11,Champions
14680,25.0,16,28754.11,3,4,4,344,11,Champions
14681,71.0,3,498.95,2,3,2,232,7,At Risk
14682,188.0,2,52.0,1,2,1,121,4,Typical Customers
14684,26.0,5,1236.28,3,4,3,343,10,Champions
14687,107.0,1,628.38,2,1,2,212,5,Typical Customers
14688,8.0,21,5630.87,4,4,4,444,12,Champions
14689,209.0,1,112.8,1,1,1,111,3,Lost Customers
14690,44.0,2,371.7,3,2,2,322,7,New Customers
14691,31.0,5,2114.33,3,4,4,344,11,Champions
14692,137.0,4,591.55,2,3,2,232,7,At Risk
14693,265.0,1,172.9,1,1,1,111,3,Lost Customers
14696,4.0,7,2078.95,4,4,4,444,12,Champions
14697,218.0,2,188.61,1,2,1,121,4,Typical Customers
14698,2.0,5,1250.76,4,4,3,443,11,Champions
14699,214.0,1,109.13,1,1,1,111,3,Lost Customers
14700,32.0,3,2235.3,3,3,4,334,10,Champions
14701,11.0,9,2549.37,4,4,4,444,12,Champions
14702,1.0,17,3292.14,4,4,4,444,12,Champions
14703,15.0,1,318.17,4,1,2,412,7,New Customers
14704,11.0,9,1546.91,4,4,3,443,11,Champions
14705,199.0,1,179.0,1,1,1,111,3,Lost Customers
14708,3.0,3,1126.37,4,3,3,433,10,Champions
14709,15.0,13,4921.04,4,4,4,444,12,Champions
14710,14.0,4,606.13,4,3,2,432,9,Champions
14711,10.0,11,2868.8,4,4,4,444,12,Champions
14712,29.0,3,917.07,3,3,3,333,9,Champions
14713,9.0,11,2666.36,4,4,4,444,12,Champions
14714,24.0,1,160.19,3,1,1,311,5,New Customers
14715,25.0,4,867.38,3,3,3,333,9,Champions
14716,43.0,2,329.68,3,2,2,322,7,New Customers
14719,2.0,5,1602.13,4,4,3,443,11,Champions
14720,6.0,3,663.81,4,3,2,432,9,Champions
14722,147.0,1,187.92,1,1,1,111,3,Lost Customers
14723,10.0,6,1158.3,4,4,3,443,11,Champions
14725,25.0,1,718.08,3,1,3,313,7,Big Spenders
14727,274.0,1,268.58,1,1,1,111,3,Lost Customers
14729,374.0,1,313.49,1,1,2,112,4,Lost Customers
14730,1.0,8,2005.06,4,4,4,444,12,Champions
14731,47.0,3,380.02,3,3,2,332,8,Champions
14732,8.0,8,2702.49,4,4,4,444,12,Champions
14733,16.0,12,9585.91,4,4,4,444,12,Champions
14735,4.0,32,6065.69,4,4,4,444,12,Champions
14737,4.0,3,1164.55,4,3,3,433,10,Champions
14738,43.0,7,1314.45,3,4,3,343,10,Champions
14739,4.0,7,3902.28,4,4,4,444,12,Champions
14740,197.0,3,1448.21,1,3,3,133,7,At Risk
14741,12.0,6,1400.34,4,4,3,443,11,Champions
14744,16.0,7,1099.98,4,4,3,443,11,Champions
14745,113.0,5,1220.26,2,4,3,243,9,At Risk
14747,249.0,1,328.2,1,1,2,112,4,Lost Customers
14748,29.0,5,1415.75,3,4,3,343,10,Champions
14752,44.0,1,389.64,3,1,2,312,6,New Customers
14753,87.0,1,563.15,2,1,2,212,5,Typical Customers
14754,45.0,2,638.05,3,2,2,322,7,New Customers
14755,10.0,11,5010.28,4,4,4,444,12,Champions
14756,15.0,1,738.96,4,1,3,413,8,Big Spenders
14757,75.0,1,420.5,2,1,2,212,5,Typical Customers
14758,145.0,4,1484.06,1,3,3,133,7,At Risk
14759,5.0,3,1625.97,4,3,3,433,10,Champions
14760,297.0,1,89.2,1,1,1,111,3,Lost Customers
14761,59.0,2,255.9,2,2,1,221,5,Typical Customers
14762,264.0,1,300.52,1,1,1,111,3,Lost Customers
14764,47.0,1,278.3,3,1,1,311,5,New Customers
14765,29.0,3,254.11,3,3,1,331,7,Champions
14766,8.0,6,2473.37,4,4,4,444,12,Champions
14768,17.0,2,192.6,4,2,1,421,7,New Customers
14769,3.0,8,10674.75,4,4,4,444,12,Champions
14770,232.0,2,876.42,1,2,3,123,6,Big Spenders
14772,112.0,1,139.26,2,1,1,211,4,Typical Customers
14775,58.0,3,1011.9,2,3,3,233,8,At Risk
14776,51.0,11,2538.3,3,4,4,344,11,Champions
14778,127.0,2,730.86,2,2,3,223,7,Big Spenders
14779,281.0,3,386.15,1,3,2,132,6,At Risk
14780,55.0,2,447.68,2,2,2,222,6,Typical Customers
14782,320.0,1,200.1,1,1,1,111,3,Lost Customers
14784,26.0,2,289.99,3,2,1,321,6,New Customers
14785,10.0,2,77.4,4,2,1,421,7,New Customers
14788,7.0,2,679.44,4,2,3,423,9,Big Spenders
14789,29.0,1,197.64,3,1,1,311,5,New Customers
14790,17.0,4,745.06,4,3,3,433,10,Champions
14792,64.0,1,6.2,2,1,1,211,4,Typical Customers
14793,21.0,1,228.99,3,1,1,311,5,New Customers
14794,3.0,7,1319.91,4,4,3,443,11,Champions
14795,166.0,1,131.45,1,1,1,111,3,Lost Customers
14796,1.0,17,8022.49,4,4,4,444,12,Champions
14798,53.0,3,173.74,2,3,1,231,6,At Risk
14799,51.0,1,157.7,3,1,1,311,5,New Customers
14800,48.0,12,4339.74,3,4,4,344,11,Champions
14801,61.0,1,193.14,2,1,1,211,4,Typical Customers
14803,162.0,3,845.55,1,3,3,133,7,At Risk
14804,9.0,1,353.27,4,1,2,412,7,New Customers
14805,15.0,4,554.65,4,3,2,432,9,Champions
14806,75.0,1,193.39,2,1,1,211,4,Typical Customers
14808,40.0,8,2741.17,3,4,4,344,11,Champions
14810,41.0,11,2087.88,3,4,4,344,11,Champions
14813,370.0,2,155.43,1,2,1,121,4,Typical Customers
14815,37.0,2,778.5,3,2,3,323,8,Big Spenders
14816,197.0,1,271.85,1,1,1,111,3,Lost Customers
14817,200.0,2,1110.34,1,2,3,123,6,Big Spenders
14818,74.0,3,657.8,2,3,2,232,7,At Risk
14819,64.0,2,272.07,2,2,1,221,5,Typical Customers
14820,21.0,4,507.29,3,3,2,332,8,Champions
14821,367.0,1,48.8,1,1,1,111,3,Lost Customers
14823,180.0,3,321.43,1,3,2,132,6,At Risk
14824,10.0,4,1127.71,4,3,3,433,10,Champions
14825,4.0,12,2226.91,4,4,4,444,12,Champions
14828,197.0,3,2139.76,1,3,4,134,8,At Risk
14829,29.0,4,697.55,3,3,3,333,9,Champions
14830,53.0,1,197.13,2,1,1,211,4,Typical Customers
14834,18.0,6,1720.3,4,4,4,444,12,Champions
14836,10.0,3,102.45,4,3,1,431,8,Champions
14837,90.0,4,1649.5,2,3,3,233,8,At Risk
14840,268.0,1,62.85,1,1,1,111,3,Lost Customers
14841,53.0,6,3295.76,2,4,4,244,10,At Risk
14842,44.0,4,2824.69,3,3,4,334,10,Champions
14844,64.0,4,3189.81,2,3,4,234,9,At Risk
14847,149.0,1,309.4,1,1,2,112,4,Lost Customers
14849,22.0,25,7930.54,3,4,4,344,11,Champions
14850,312.0,1,325.75,1,1,2,112,4,Lost Customers
14851,23.0,2,511.35,3,2,2,322,7,New Customers
14852,58.0,6,2836.69,2,4,4,244,10,At Risk
14853,24.0,2,475.8,3,2,2,322,7,New Customers
14854,78.0,7,2759.83,2,4,4,244,10,At Risk
14855,119.0,2,645.65,2,2,2,222,6,Typical Customers
14856,36.0,3,1311.38,3,3,3,333,9,Champions
14857,60.0,2,1173.12,2,2,3,223,7,Big Spenders
14859,13.0,4,1353.74,4,3,3,433,10,Champions
14860,19.0,1,170.32,3,1,1,311,5,New Customers
14861,52.0,1,125.79,2,1,1,211,4,Typical Customers
14862,26.0,2,841.2,3,2,3,323,8,Big Spenders
14863,29.0,1,266.76,3,1,1,311,5,New Customers
14865,7.0,2,52.2,4,2,1,421,7,New Customers
14866,11.0,12,14389.9,4,4,4,444,12,Champions
14867,186.0,3,710.28,1,3,3,133,7,At Risk
14868,3.0,8,2953.59,4,4,4,444,12,Champions
14869,9.0,2,725.7,4,2,3,423,9,Big Spenders
14870,262.0,1,327.25,1,1,2,112,4,Lost Customers
14871,3.0,4,522.38,4,3,2,432,9,Champions
14873,210.0,1,519.68,1,1,2,112,4,Lost Customers
14875,108.0,2,1465.32,2,2,3,223,7,Big Spenders
14878,13.0,9,1485.54,4,4,3,443,11,Champions
14880,77.0,3,706.19,2,3,3,233,8,At Risk
14881,20.0,1,255.4,3,1,1,311,5,New Customers
14882,27.0,2,589.7,3,2,2,322,7,New Customers
14883,19.0,6,761.59,3,4,3,343,10,Champions
14885,132.0,1,765.32,2,1,3,213,6,Big Spenders
14886,253.0,1,364.8,1,1,2,112,4,Lost Customers
14887,79.0,1,1862.0,2,1,4,214,7,Big Spenders
14888,207.0,1,369.2,1,1,2,112,4,Lost Customers
14889,336.0,1,135.9,1,1,1,111,3,Lost Customers
14890,254.0,1,125.65,1,1,1,111,3,Lost Customers
14891,148.0,2,554.38,1,2,2,122,5,Typical Customers
14893,10.0,2,1237.85,4,2,3,423,9,Big Spenders
14894,85.0,1,655.75,2,1,2,212,5,Typical Customers
14895,8.0,20,11138.71,4,4,4,444,12,Champions
14896,205.0,2,468.77,1,2,2,122,5,Typical Customers
14897,8.0,4,1366.38,4,3,3,433,10,Champions
14898,23.0,6,1303.52,3,4,3,343,10,Champions
14901,11.0,9,1421.29,4,4,3,443,11,Champions
14902,26.0,1,332.66,3,1,2,312,6,New Customers
14903,21.0,5,2810.63,3,4,4,344,11,Champions
14904,2.0,2,1025.44,4,2,3,423,9,Big Spenders
14905,158.0,2,616.15,1,2,2,122,5,Typical Customers
14907,3.0,7,3501.1,4,4,4,444,12,Champions
14908,74.0,1,277.8,2,1,1,211,4,Typical Customers
14910,3.0,4,434.35,4,3,2,432,9,Champions
14911,1.0,201,143825.06,4,4,4,444,12,Champions
14912,17.0,2,867.85,4,2,3,423,9,Big Spenders
14913,36.0,4,1227.43,3,3,3,333,9,Champions
14915,91.0,2,307.48,2,2,2,222,6,Typical Customers
14916,71.0,4,1268.98,2,3,3,233,8,At Risk
14918,116.0,2,1610.15,2,2,3,223,7,Big Spenders
14920,213.0,2,977.77,1,2,3,123,6,Big Spenders
14921,30.0,2,1316.07,3,2,3,323,8,Big Spenders
14923,51.0,1,749.1,3,1,3,313,7,Big Spenders
14924,246.0,1,310.05,1,1,2,112,4,Lost Customers
14929,32.0,1,223.88,3,1,1,311,5,New Customers
14930,109.0,3,2372.86,2,3,4,234,9,At Risk
14931,5.0,5,1257.68,4,4,3,443,11,Champions
14932,366.0,1,363.53,1,1,2,112,4,Lost Customers
14934,82.0,2,1890.94,2,2,4,224,8,Big Spenders
14935,297.0,1,1784.71,1,1,4,114,6,Big Spenders
14936,34.0,8,8137.02,3,4,4,344,11,Champions
14937,57.0,3,1621.88,2,3,3,233,8,At Risk
14944,30.0,12,5900.25,3,4,4,344,11,Champions
14946,14.0,1,100.9,4,1,1,411,6,New Customers
14947,72.0,2,290.82,2,2,1,221,5,Typical Customers
14948,23.0,6,1101.97,3,4,3,343,10,Champions
14950,19.0,1,371.2,3,1,2,312,6,New Customers
14951,79.0,1,311.69,2,1,2,212,5,Typical Customers
14952,60.0,11,8099.49,2,4,4,244,10,At Risk
14953,25.0,1,289.82,3,1,1,311,5,New Customers
14954,12.0,1,336.17,4,1,2,412,7,New Customers
14957,253.0,1,58.49,1,1,1,111,3,Lost Customers
14958,147.0,3,499.68,1,3,2,132,6,At Risk
14959,64.0,4,695.42,2,3,3,233,8,At Risk
14960,8.0,2,221.27,4,2,1,421,7,New Customers
14961,11.0,9,7044.68,4,4,4,444,12,Champions
14962,271.0,1,126.7,1,1,1,111,3,Lost Customers
14963,10.0,5,1487.8,4,4,3,443,11,Champions
14964,247.0,1,206.21,1,1,1,111,3,Lost Customers
14965,96.0,2,599.0,2,2,2,222,6,Typical Customers
14966,15.0,1,191.32,4,1,1,411,6,New Customers
14967,50.0,1,463.8,3,1,2,312,6,New Customers
14968,30.0,1,147.59,3,1,1,311,5,New Customers
14970,68.0,4,1592.06,2,3,3,233,8,At Risk
14971,35.0,3,1116.57,3,3,3,333,9,Champions
14972,128.0,1,114.77,2,1,1,211,4,Typical Customers
14973,107.0,3,1314.45,2,3,3,233,8,At Risk
14974,37.0,1,114.39,3,1,1,311,5,New Customers
14975,57.0,1,279.94,2,1,1,211,4,Typical Customers
14976,57.0,7,790.86,2,4,3,243,9,At Risk
14978,72.0,5,1931.42,2,4,4,244,10,At Risk
14981,246.0,1,102.12,1,1,1,111,3,Lost Customers
14984,19.0,2,213.27,3,2,1,321,6,New Customers
14985,198.0,2,296.75,1,2,1,121,4,Typical Customers
14987,16.0,2,326.4,4,2,2,422,8,New Customers
14988,212.0,1,334.54,1,1,2,112,4,Lost Customers
14995,39.0,2,233.23,3,2,1,321,6,New Customers
14997,46.0,3,546.2,3,3,2,332,8,Champions
14998,170.0,2,429.87,1,2,2,122,5,Typical Customers
15000,48.0,1,490.52,3,1,2,312,6,New Customers
15002,116.0,4,1641.76,2,3,3,233,8,At Risk
15004,147.0,1,1246.32,1,1,3,113,5,Big Spenders
15005,16.0,28,6316.57,4,4,4,444,12,Champions
15006,51.0,1,502.09,3,1,2,312,6,New Customers
15007,159.0,1,156.91,1,1,1,111,3,Lost Customers
15009,12.0,3,1261.78,4,3,3,433,10,Champions
15010,36.0,1,308.94,3,1,2,312,6,New Customers
15012,54.0,2,423.04,2,2,2,222,6,Typical Customers
15014,43.0,2,260.17,3,2,1,321,6,New Customers
15016,173.0,1,170.04,1,1,1,111,3,Lost Customers
15017,34.0,1,125.58,3,1,1,311,5,New Customers
15018,39.0,3,496.21,3,3,2,332,8,Champions
15019,267.0,1,266.0,1,1,1,111,3,Lost Customers
15021,9.0,9,1914.82,4,4,4,444,12,Champions
15022,12.0,4,905.04,4,3,3,433,10,Champions
15023,3.0,11,6802.76,4,4,4,444,12,Champions
15024,10.0,10,1661.33,4,4,3,443,11,Champions
15025,33.0,1,377.01,3,1,2,312,6,New Customers
15026,80.0,3,469.0,2,3,2,232,7,At Risk
15027,31.0,4,1066.15,3,3,3,333,9,Champions
15028,8.0,4,627.13,4,3,2,432,9,Champions
15030,72.0,2,518.28,2,2,2,222,6,Typical Customers
15031,4.0,4,668.14,4,3,2,432,9,Champions
15032,256.0,3,4959.1,1,3,4,134,8,At Risk
15033,5.0,10,2586.67,4,4,4,444,12,Champions
15034,16.0,8,4308.61,4,4,4,444,12,Champions
15035,90.0,1,252.73,2,1,1,211,4,Typical Customers
15036,72.0,3,465.55,2,3,2,232,7,At Risk
15038,59.0,6,705.49,2,4,3,243,9,At Risk
15039,10.0,47,19914.44,4,4,4,444,12,Champions
15041,170.0,1,180.35,1,1,1,111,3,Lost Customers
15042,199.0,1,135.93,1,1,1,111,3,Lost Customers
15043,31.0,1,537.0,3,1,2,312,6,New Customers
15044,19.0,17,7700.23,3,4,4,344,11,Champions
15045,152.0,2,735.66,1,2,3,123,6,Big Spenders
15046,9.0,15,5213.77,4,4,4,444,12,Champions
15047,270.0,1,343.62,1,1,2,112,4,Lost Customers
15048,65.0,4,384.05,2,3,2,232,7,At Risk
15049,274.0,1,121.17,1,1,1,111,3,Lost Customers
15050,25.0,3,1782.09,3,3,4,334,10,Champions
15051,23.0,3,1391.61,3,3,3,333,9,Champions
15052,319.0,1,215.78,1,1,1,111,3,Lost Customers
15053,5.0,3,697.79,4,3,3,433,10,Champions
15054,12.0,2,302.1,4,2,1,421,7,New Customers
15057,275.0,2,1489.5,1,2,3,123,6,Big Spenders
15058,25.0,11,2124.99,3,4,4,344,11,Champions
15059,41.0,9,1337.72,3,4,3,343,10,Champions
15060,8.0,4,303.09,4,3,1,431,8,Champions
15061,4.0,48,54534.14,4,4,4,444,12,Champions
15062,71.0,4,987.86,2,3,3,233,8,At Risk
15063,213.0,1,370.8,1,1,2,112,4,Lost Customers
15065,38.0,4,3158.13,3,3,4,334,10,Champions
15066,53.0,1,893.59,2,1,3,213,6,Big Spenders
15067,78.0,3,1744.76,2,3,4,234,9,At Risk
15068,46.0,2,553.36,3,2,2,322,7,New Customers
15069,179.0,1,1109.53,1,1,3,113,5,Big Spenders
15070,373.0,1,106.2,1,1,1,111,3,Lost Customers
15071,94.0,2,982.07,2,2,3,223,7,Big Spenders
15073,10.0,3,1043.41,4,3,3,433,10,Champions
15074,105.0,1,748.87,2,1,3,213,6,Big Spenders
15075,78.0,1,773.03,2,1,3,213,6,Big Spenders
15076,173.0,1,880.85,1,1,3,113,5,Big Spenders
15078,7.0,32,9743.11,4,4,4,444,12,Champions
15079,213.0,4,895.61,1,3,3,133,7,At Risk
15081,22.0,5,504.8,3,4,2,342,9,Champions
15083,257.0,1,88.2,1,1,1,111,3,Lost Customers
15087,282.0,1,306.94,1,1,1,111,3,Lost Customers
15088,21.0,2,1160.07,3,2,3,323,8,Big Spenders
15089,10.0,6,2420.84,4,4,4,444,12,Champions
15090,308.0,1,381.32,1,1,2,112,4,Lost Customers
15091,68.0,1,480.71,2,1,2,212,5,Typical Customers
15092,215.0,2,457.81,1,2,2,122,5,Typical Customers
15093,18.0,6,4597.02,4,4,4,444,12,Champions
15095,104.0,4,1370.6,2,3,3,233,8,At Risk
15096,43.0,1,219.39,3,1,1,311,5,New Customers
15097,4.0,1,248.08,4,1,1,411,6,New Customers
15098,182.0,3,39916.5,1,3,4,134,8,At Risk
15099,84.0,1,410.48,2,1,2,212,5,Typical Customers
15100,334.0,3,876.0,1,3,3,133,7,At Risk
15101,9.0,2,317.53,4,2,2,422,8,New Customers
15103,31.0,2,703.36,3,2,3,323,8,Big Spenders
15104,197.0,2,1027.44,1,2,3,123,6,Big Spenders
15105,18.0,7,2298.93,4,4,4,444,12,Champions
15106,18.0,5,1422.52,4,4,3,443,11,Champions
15107,311.0,6,319.5,1,4,2,142,7,At Risk
15108,142.0,4,1300.25,2,3,3,233,8,At Risk
15109,246.0,1,484.95,1,1,2,112,4,Lost Customers
15110,24.0,4,996.1,3,3,3,333,9,Champions
15111,29.0,3,1567.48,3,3,3,333,9,Champions
15113,10.0,3,3609.33,4,3,4,434,11,Champions
15114,30.0,10,2760.56,3,4,4,344,11,Champions
15115,18.0,1,340.11,4,1,2,412,7,New Customers
15116,18.0,4,1352.75,4,3,3,433,10,Champions
15117,15.0,5,1551.78,4,4,3,443,11,Champions
15118,134.0,1,244.8,2,1,1,211,4,Typical Customers
15119,246.0,1,266.4,1,1,1,111,3,Lost Customers
15120,134.0,1,358.82,2,1,2,212,5,Typical Customers
15121,50.0,2,457.72,3,2,2,322,7,New Customers
15122,114.0,3,1633.78,2,3,3,233,8,At Risk
15123,7.0,2,2199.31,4,2,4,424,10,Big Spenders
15124,23.0,2,184.19,3,2,1,321,6,New Customers
15125,25.0,15,11528.48,3,4,4,344,11,Champions
15127,66.0,1,406.53,2,1,2,212,5,Typical Customers
15128,60.0,4,1471.0,2,3,3,233,8,At Risk
15129,50.0,11,3447.4,3,4,4,344,11,Champions
